# sizemeup-build 2024.10.11
name	tax_id	category	size	source	method
Thermoclostridium stercorarium	1510	bacteria	3002156	ncbi	automatic
[Clostridium] symbiosum	1512	bacteria	5084440	ncbi	automatic
Clostridium tetani	1513	bacteria	2844897	ncbi	automatic
Acetivibrio thermocellus	1515	bacteria	3577579	ncbi	automatic
Thermoanaerobacterium thermosaccharolyticum	1517	bacteria	2712824	ncbi	automatic
Clostridium tyrobutyricum	1519	bacteria	3074328	ncbi	automatic
Clostridium beijerinckii	1520	bacteria	6140038	ncbi	automatic
[Clostridium] innocuum	1522	bacteria	3300000	ncbi	manually-set
Moorella thermoacetica	1525	bacteria	2620223	ncbi	automatic
Anaerocolumna aminovalerica	1527	bacteria	4626636	ncbi	automatic
Clostridium cadaveris	1529	bacteria	3529523	ncbi	automatic
Enterocloster clostridioformis	1531	bacteria	5452015	ncbi	automatic
Blautia coccoides	1532	bacteria	6139102	ncbi	automatic
Clostridium kluyveri	1534	bacteria	4268367	ncbi	automatic
[Clostridium] leptum	1535	bacteria	3100792	ncbi	automatic
Romboutsia lituseburensis	1537	bacteria	3899862	ncbi	automatic
Metaclostridioides mangenotii	1540	bacteria	2965683	ncbi	automatic
Terrisporobacter mayombei	1541	bacteria	4062692	ncbi	automatic
Clostridium novyi	1542	bacteria	2509966	ncbi	automatic
Faecalicatena orotica	1544	bacteria	5717367	ncbi	automatic
Thomasclavelia ramosa	1547	bacteria	3705100	ncbi	automatic
Clostridium tetanomorphum	1553	bacteria	4455868	ncbi	automatic
Clostridium tertium	1559	bacteria	3932846	ncbi	automatic
Clostridium baratii	1561	bacteria	3107241	ncbi	automatic
Halobacillus halophilus	1570	bacteria	4119893	ncbi	automatic
Sporosarcina ureae	1571	bacteria	3362333	ncbi	automatic
Leifsonia xyli	1575	bacteria	2635288	ncbi	automatic
Lactobacillus acidophilus	1579	bacteria	1969008	ncbi	automatic
Levilactobacillus brevis	1580	bacteria	2529902	ncbi	automatic
Lentilactobacillus buchneri	1581	bacteria	2551737	ncbi	automatic
Lacticaseibacillus casei	1582	bacteria	2841380	ncbi	automatic
Weissella confusa	1583	bacteria	2268883	ncbi	automatic
Lactobacillus delbrueckii	1584	bacteria	1868180	ncbi	automatic
Lactobacillus helveticus	1587	bacteria	2001509	ncbi	automatic
Lentilactobacillus hilgardii	1588	bacteria	3077715	ncbi	automatic
Lactiplantibacillus pentosus	1589	bacteria	3735483	ncbi	automatic
Lactiplantibacillus plantarum	1590	bacteria	3278947	ncbi	automatic
Lactobacillus gasseri	1596	bacteria	1937826	ncbi	automatic
Lacticaseibacillus paracasei	1597	bacteria	3032712	ncbi	automatic
Limosilactobacillus reuteri	1598	bacteria	2131241	ncbi	automatic
Latilactobacillus sakei	1599	bacteria	1989042	ncbi	automatic
Lactobacillus acetotolerans	1600	bacteria	1652219	ncbi	automatic
Ligilactobacillus agilis	1601	bacteria	2168186	ncbi	automatic
Companilactobacillus alimentarius	1602	bacteria	2368945	ncbi	automatic
Amylolactobacillus amylophilus	1603	bacteria	1554747	ncbi	automatic
Lactobacillus amylovorus	1604	bacteria	1976588	ncbi	automatic
Ligilactobacillus animalis	1605	bacteria	1868883	ncbi	automatic
Ligilactobacillus aviarius	1606	bacteria	1621595	ncbi	automatic
Loigolactobacillus coryniformis	1610	bacteria	2891799	ncbi	automatic
Companilactobacillus farciminis	1612	bacteria	2480845	ncbi	automatic
Limosilactobacillus fermentum	1613	bacteria	2001130	ncbi	automatic
Fructilactobacillus fructivorans	1614	bacteria	1371824	ncbi	automatic
Liquorilactobacillus mali	1618	bacteria	2537472	ncbi	automatic
Ligilactobacillus murinus	1622	bacteria	2293609	ncbi	automatic
Ligilactobacillus ruminis	1623	bacteria	2135461	ncbi	automatic
Ligilactobacillus salivarius	1624	bacteria	1974465	ncbi	automatic
Fructilactobacillus sanfranciscensis	1625	bacteria	1300269	ncbi	automatic
Weissella viridescens	1629	bacteria	1587369	ncbi	automatic
Kandleria vitulina	1630	bacteria	2082770	ncbi	automatic
Fructobacillus fructosus	1631	bacteria	1443914	ncbi	automatic
Limosilactobacillus oris	1632	bacteria	2090218	ncbi	automatic
Limosilactobacillus vaginalis	1633	bacteria	1819110	ncbi	automatic
Listeria ivanovii	1638	bacteria	2915818	ncbi	automatic
Listeria monocytogenes	1639	bacteria	3050000	ncbi	manually-set
Listeria seeligeri	1640	bacteria	2880992	ncbi	automatic
Listeria grayi	1641	bacteria	2716406	ncbi	automatic
Listeria innocua	1642	bacteria	3050000	ncbi	manually-set
Listeria welshimeri	1643	bacteria	2805759	ncbi	automatic
Erysipelothrix rhusiopathiae	1648	bacteria	1793548	ncbi	automatic
Kurthia zopfii	1650	bacteria	2878279	ncbi	automatic
Actinomyces naeslundii	1655	bacteria	3141082	ncbi	automatic
Actinomyces viscosus	1656	bacteria	3303380	ncbi	automatic
Actinobaculum suis	1657	bacteria	2280730	ncbi	automatic
Schaalia odontolytica	1660	bacteria	2426645	ncbi	automatic
Trueperella pyogenes	1661	bacteria	2285577	ncbi	automatic
Arthrobacter globiformis	1665	bacteria	5020173	ncbi	automatic
Arthrobacter citreus	1670	bacteria	3882960	ncbi	automatic
Pseudarthrobacter oxydans	1671	bacteria	4389682	ncbi	automatic
Arthrobacter pascens	1677	bacteria	4682474	ncbi	automatic
Bifidobacterium adolescentis	1680	bacteria	2222830	ncbi	automatic
Bifidobacterium bifidum	1681	bacteria	2208094	ncbi	automatic
Bifidobacterium angulatum	1683	bacteria	2006839	ncbi	automatic
Bifidobacterium asteroides	1684	bacteria	2138592	ncbi	automatic
Bifidobacterium breve	1685	bacteria	2349618	ncbi	automatic
Bifidobacterium catenulatum	1686	bacteria	2086658	ncbi	automatic
Bifidobacterium coryneforme	1687	bacteria	1738065	ncbi	automatic
Bifidobacterium dentium	1689	bacteria	2560264	ncbi	automatic
Bifidobacterium indicum	1691	bacteria	2278927	ncbi	automatic
Bifidobacterium pseudolongum	1694	bacteria	2008481	ncbi	automatic
Corynebacterium ammoniagenes	1697	bacteria	2790185	ncbi	automatic
Brevibacterium linens	1703	bacteria	3862244	ncbi	automatic
Corynebacterium stationis	1705	bacteria	2847162	ncbi	automatic
Cellulomonas fimi	1708	bacteria	4253102	ncbi	automatic
Cellulosimicrobium cellulans	1710	bacteria	4580223	ncbi	automatic
Cellulomonas gelida	1712	bacteria	3790784	ncbi	automatic
Corynebacterium diphtheriae	1717	bacteria	2418839	ncbi	automatic
Corynebacterium glutamicum	1718	bacteria	3266839	ncbi	automatic
Corynebacterium pseudotuberculosis	1719	bacteria	2337990	ncbi	automatic
Corynebacterium renale	1724	bacteria	2338129	ncbi	automatic
Corynebacterium xerosis	1725	bacteria	2762050	ncbi	automatic
Holdemanella biformis	1735	bacteria	2517429	ncbi	automatic
Eubacterium limosum	1736	bacteria	4422837	ncbi	automatic
Propionibacterium freudenreichii	1744	bacteria	2629232	ncbi	automatic
Cutibacterium acnes	1747	bacteria	2495596	ncbi	automatic
Acidipropionibacterium acidipropionici	1748	bacteria	3638672	ncbi	automatic
Acidipropionibacterium jensenii	1749	bacteria	3038707	ncbi	automatic
Arachnia propionica	1750	bacteria	3405117	ncbi	automatic
Mycobacterium avium	1764	bacteria	4961843	ncbi	automatic
Mycolicibacterium fortuitum	1766	bacteria	6686242	ncbi	automatic
Mycobacterium intracellulare	1767	bacteria	5713081	ncbi	automatic
Mycobacterium kansasii	1768	bacteria	6423284	ncbi	automatic
Mycobacterium leprae	1769	bacteria	3266185	ncbi	automatic
Mycolicibacterium phlei	1771	bacteria	5328967	ncbi	automatic
Mycolicibacterium smegmatis	1772	bacteria	6845116	ncbi	automatic
Mycobacterium tuberculosis	1773	bacteria	4075000	ncbi	manually-set
Mycobacteroides chelonae	1774	bacteria	5106972	ncbi	automatic
Mycobacterium gordonae	1778	bacteria	7552315	ncbi	automatic
Mycobacterium malmoense	1780	bacteria	5584186	ncbi	automatic
Mycobacterium marinum	1781	bacteria	6217560	ncbi	automatic
Mycobacterium simiae	1784	bacteria	5788994	ncbi	automatic
Mycolicibacter terrae	1788	bacteria	4524815	ncbi	automatic
Mycobacterium xenopi	1789	bacteria	4889461	ncbi	automatic
Mycobacterium asiaticum	1790	bacteria	5939987	ncbi	automatic
Mycolicibacterium neoaurum	1795	bacteria	5504703	ncbi	automatic
Mycolicibacterium senegalense	1796	bacteria	6086730	ncbi	automatic
Mycolicibacterium thermoresistibile	1797	bacteria	4895191	ncbi	automatic
Mycolicibacterium chubuense	1800	bacteria	5983816	ncbi	automatic
Mycolicibacterium diernhoferi	1801	bacteria	5981917	ncbi	automatic
Mycobacterium ulcerans	1809	bacteria	5317437	ncbi	automatic
Nocardia otitidiscaviarum	1823	bacteria	7677446	ncbi	automatic
Nocardia asteroides	1824	bacteria	6983391	ncbi	automatic
Rhodococcoides fascians	1828	bacteria	5286464	ncbi	automatic
Rhodococcus rhodochrous	1829	bacteria	5903823	ncbi	automatic
Rhodococcus ruber	1830	bacteria	5823029	ncbi	automatic
Rhodococcus erythropolis	1833	bacteria	6732792	ncbi	automatic
Saccharopolyspora erythraea	1836	bacteria	8212805	ncbi	automatic
Nocardioides luteus	1844	bacteria	4987375	ncbi	automatic
Geodermatophilus obscurus	1861	bacteria	5264028	ncbi	automatic
Dermatophilus congolensis	1863	bacteria	2565703	ncbi	automatic
Actinoplanes teichomyceticus	1867	bacteria	8242863	ncbi	automatic
Amorphoplanes digitatis	1868	bacteria	9112279	ncbi	automatic
Actinoplanes utahensis	1869	bacteria	9472402	ncbi	automatic
Micromonospora chalcea	1874	bacteria	6847093	ncbi	automatic
Micromonospora echinospora	1877	bacteria	7353492	ncbi	automatic
Streptomyces albidoflavus	1886	bacteria	7092243	ncbi	automatic
Streptomyces albogriseolus	1887	bacteria	7502185	ncbi	automatic
Streptomyces albus	1888	bacteria	7845903	ncbi	automatic
Streptomyces antibioticus	1890	bacteria	8385619	ncbi	automatic
Streptomyces anulatus	1892	bacteria	8763505	ncbi	automatic
Streptomyces atratus	1893	bacteria	9281505	ncbi	automatic
Kitasatospora aureofaciens	1894	bacteria	8701296	ncbi	automatic
Streptomyces cacaoi	1898	bacteria	8416814	ncbi	automatic
Streptomyces clavuligerus	1901	bacteria	7784665	ncbi	automatic
Streptomyces coelicolor	1902	bacteria	8583835	ncbi	automatic
Streptomyces exfoliatus	1905	bacteria	8306571	ncbi	automatic
Streptomyces fradiae	1906	bacteria	6653336	ncbi	automatic
Streptomyces glaucescens	1907	bacteria	8042622	ncbi	automatic
Streptomyces globisporus	1908	bacteria	7905566	ncbi	automatic
Streptomyces griseus	1911	bacteria	8386838	ncbi	automatic
Streptomyces hygroscopicus	1912	bacteria	10034309	ncbi	automatic
Streptomyces lavendulae	1914	bacteria	8958697	ncbi	automatic
Streptomyces lincolnensis	1915	bacteria	10257935	ncbi	automatic
Streptomyces microflavus	1919	bacteria	8325300	ncbi	automatic
Streptomyces olivaceoviridis	1921	bacteria	10165519	ncbi	automatic
Streptomyces phaeochromogenes	1923	bacteria	11268068	ncbi	automatic
Streptomyces rimosus	1927	bacteria	9387853	ncbi	automatic
Streptomyces rochei	1928	bacteria	8161279	ncbi	automatic
Streptomyces scabiei	1930	bacteria	9913384	ncbi	automatic
Streptomyces tendae	1932	bacteria	8700534	ncbi	automatic
Streptomyces violaceoruber	1935	bacteria	8489968	ncbi	automatic
Streptomyces violaceus	1936	bacteria	8990885	ncbi	automatic
Streptomyces viridochromogenes	1938	bacteria	9540704	ncbi	automatic
Streptomyces albireticuli	1940	bacteria	8175069	ncbi	automatic
Streptomyces goshikiensis	1942	bacteria	8460990	ncbi	automatic
Streptomyces halstedii	1944	bacteria	7740838	ncbi	automatic
Streptomyces thermoviolaceus	1952	bacteria	5890236	ncbi	automatic
Streptomyces diastaticus	1956	bacteria	6963960	ncbi	automatic
Streptomyces vinaceus	1960	bacteria	8603057	ncbi	automatic
Streptomyces virginiae	1961	bacteria	8510495	ncbi	automatic
Streptomyces cellulosae	1968	bacteria	7290271	ncbi	automatic
Streptomyces chartreusis	1969	bacteria	10097618	ncbi	automatic
Streptomyces noursei	1971	bacteria	9340064	ncbi	automatic
Actinomadura madurae	1993	bacteria	10267956	ncbi	automatic
Planomonospora venezuelensis	1999	bacteria	8241168	ncbi	automatic
Streptosporangium roseum	2001	bacteria	10451389	ncbi	automatic
Streptosporangium amethystogenes	2002	bacteria	10028258	ncbi	automatic
Nocardiopsis dassonvillei	2014	bacteria	6721839	ncbi	automatic
Thermobifida fusca	2021	bacteria	3640217	ncbi	automatic
Thermoactinomyces vulgaris	2026	bacteria	2606885	ncbi	automatic
Microbacterium testaceum	2033	bacteria	3641008	ncbi	automatic
Curtobacterium flaccumfaciens	2035	bacteria	3778847	ncbi	automatic
Curtobacterium citreum	2036	bacteria	3612036	ncbi	automatic
Tropheryma whipplei	2039	bacteria	883379	ncbi	automatic
Pimelobacter simplex	2045	bacteria	5630549	ncbi	automatic
Rothia dentocariosa	2047	bacteria	2473073	ncbi	automatic
Mobiluncus curtisii	2051	bacteria	2164721	ncbi	automatic
Mobiluncus mulieris	2052	bacteria	2537554	ncbi	automatic
Gordonia bronchialis	2054	bacteria	5294486	ncbi	automatic
Gordonia terrae	2055	bacteria	5688656	ncbi	automatic
Tsukamurella paurometabola	2061	bacteria	4698699	ncbi	automatic
Kitasatospora griseola	2064	bacteria	8324377	ncbi	automatic
Kitasatospora phosalacinea	2065	bacteria	8494095	ncbi	automatic
Mycoplasmopsis arginini	2094	bacteria	667134	ncbi	automatic
Mycoplasma capricolum	2095	bacteria	1017181	ncbi	automatic
Mycoplasmoides gallisepticum	2096	bacteria	975073	ncbi	automatic
Mycoplasmoides genitalium	2097	bacteria	579599	ncbi	automatic
Metamycoplasma hominis	2098	bacteria	700493	ncbi	automatic
Mesomycoplasma hyopneumoniae	2099	bacteria	900781	ncbi	automatic
Mesomycoplasma hyorhinis	2100	bacteria	827911	ncbi	automatic
Mycoplasma mycoides	2102	bacteria	1081633	ncbi	automatic
Mycoplasmoides pneumoniae	2104	bacteria	817034	ncbi	automatic
Mycoplasmopsis synoviae	2109	bacteria	756875	ncbi	automatic
Mycoplasmopsis agalactiae	2110	bacteria	887230	ncbi	automatic
Mycoplasmopsis californica	2113	bacteria	799089	ncbi	automatic
Mycoplasmopsis fermentans	2115	bacteria	977524	ncbi	automatic
Malacoplasma iowae	2116	bacteria	1260596	ncbi	automatic
Metamycoplasma salivarium	2124	bacteria	718963	ncbi	automatic
Mesomycoplasma flocculare	2128	bacteria	760805	ncbi	automatic
Ureaplasma urealyticum	2130	bacteria	844221	ncbi	automatic
Spiroplasma citri	2133	bacteria	1744972	ncbi	automatic
Spiroplasma poulsonii	2138	bacteria	1951504	ncbi	automatic
Acholeplasma laidlawii	2148	bacteria	1489849	ncbi	automatic
Mesoplasma florum	2151	bacteria	800236	ncbi	automatic
Methanobacterium formicicum	2162	archaea	2449987	ncbi	automatic
Methanobrevibacter smithii	2173	archaea	1836562	ncbi	automatic
Methanococcus voltae	2188	archaea	1856223	ncbi	automatic
Methanosarcina barkeri	2208	archaea	4530808	ncbi	automatic
Methanosarcina mazei	2209	archaea	4081079	ncbi	automatic
Methanosarcina thermophila	2210	archaea	3113423	ncbi	automatic
Halobacterium salinarum	2242	archaea	2471266	ncbi	automatic
Haloferax volcanii	2246	archaea	3845909	ncbi	automatic
Halorubrum lacusprofundi	2247	archaea	3550491	ncbi	automatic
Haloferax mediterranei	2252	archaea	3904707	ncbi	automatic
Sulfolobus acidocaldarius	2285	archaea	2220877	ncbi	automatic
Saccharolobus shibatae	2286	archaea	2785196	ncbi	automatic
Saccharolobus solfataricus	2287	archaea	2688240	ncbi	automatic
Thermotoga maritima	2336	bacteria	1869610	ncbi	automatic
Solemya velum gill symbiont	2340	bacteria	2565549	ncbi	automatic
Bathymodiolus thermophilus thioautotrophic gill symbiont	2360	bacteria	2373866	ncbi	automatic
Xylella fastidiosa	2371	bacteria	2521342	ncbi	automatic
Teredinibacter turnerae	2426	bacteria	5178151	ncbi	automatic
Gardnerella vaginalis	2702	bacteria	1660235	ncbi	automatic
Citrus sinensis	2711	eukaryota	332212734	ncbi	automatic
Cardiobacterium hominis	2718	bacteria	2571547	ncbi	automatic
Vagococcus fluvialis	2738	bacteria	2753963	ncbi	automatic
Marinobacter nauticus	2743	bacteria	3958259	ncbi	manually-set
Halomonas elongata	2746	bacteria	4062358	ncbi	automatic
Carnobacterium divergens	2748	bacteria	2730746	ncbi	automatic
Carnobacterium maltaromaticum	2751	bacteria	3531030	ncbi	automatic
Synergistes jonesii	2754	bacteria	2636275	ncbi	automatic
Brochothrix thermosphacta	2756	bacteria	2558019	ncbi	automatic
Chlamydomonas reinhardtii	3055	eukaryota	111548486	ncbi	automatic
Auxenochlorella protothecoides	3075	eukaryota	21931373	ncbi	automatic
Chlorella sorokiniana	3076	eukaryota	57555386	ncbi	automatic
Chlorella vulgaris	3077	eukaryota	38735810	ncbi	automatic
Tetradesmus obliquus	3088	eukaryota	107589272	ncbi	automatic
Prototheca wickerhamii	3111	eukaryota	17785968	ncbi	automatic
Marchantia polymorpha	3197	eukaryota	222245864	ncbi	automatic
Persea americana	3435	eukaryota	906058581	ncbi	automatic
Cannabis sativa	3483	eukaryota	844210108	ncbi	automatic
Fagopyrum esculentum	3617	eukaryota	1228335663	ncbi	automatic
Gossypium barbadense	3634	eukaryota	2193932443	ncbi	automatic
Gossypium hirsutum	3635	eukaryota	2303699945	ncbi	automatic
Theobroma cacao	3641	eukaryota	380935587	ncbi	automatic
Citrullus lanatus	3654	eukaryota	369431151	ncbi	automatic
Cucumis melo	3656	eukaryota	365450296	ncbi	automatic
Cucumis sativus	3659	eukaryota	240094800	ncbi	automatic
Populus trichocarpa	3694	eukaryota	407389345	ncbi	automatic
Arabidopsis thaliana	3702	eukaryota	130000000	ncbi	manually-set
Brassica juncea	3707	eukaryota	889060082	ncbi	automatic
Brassica napus	3708	eukaryota	896775250	ncbi	automatic
Brassica nigra	3710	eukaryota	453477365	ncbi	automatic
Brassica rapa	3711	eukaryota	350690258	ncbi	automatic
Brassica oleracea	3712	eukaryota	555027888	ncbi	automatic
Raphanus sativus	3726	eukaryota	450735958	ncbi	automatic
Fragaria x ananassa	3747	eukaryota	799563841	ncbi	automatic
Malus domestica	3750	eukaryota	654160293	ncbi	automatic
Malus sylvestris	3752	eukaryota	633687906	ncbi	automatic
Prunus dulcis	3755	eukaryota	250683636	ncbi	automatic
Prunus persica	3760	eukaryota	218733814	ncbi	automatic
Arachis hypogaea	3818	eukaryota	2553632056	ncbi	automatic
Cicer arietinum	3827	eukaryota	384029177	ncbi	automatic
Glycine max	3847	eukaryota	993420898	ncbi	automatic
Glycine soja	3848	eukaryota	974700136	ncbi	automatic
Lathyrus sativus	3860	eukaryota	5964304828	ncbi	automatic
Lupinus angustifolius	3871	eukaryota	379321792	ncbi	automatic
Medicago truncatula	3880	eukaryota	399716911	ncbi	automatic
Phaseolus vulgaris	3885	eukaryota	520129872	ncbi	automatic
Pisum sativum	3888	eukaryota	3785824465	ncbi	automatic
Trifolium repens	3899	eukaryota	993435766	ncbi	automatic
Vicia sativa	3908	eukaryota	1700132659	ncbi	automatic
Vigna angularis	3914	eukaryota	423470987	ncbi	automatic
Vigna mungo	3915	eukaryota	464027559	ncbi	automatic
Vigna unguiculata	3917	eukaryota	535380874	ncbi	automatic
Hevea brasiliensis	3981	eukaryota	1471909459	ncbi	automatic
Manihot esculenta	3983	eukaryota	703727335	ncbi	automatic
Linum usitatissimum	4006	eukaryota	300845248	ncbi	automatic
Capsicum annuum	4072	eukaryota	3033682768	ncbi	automatic
Solanum lycopersicum	4081	eukaryota	793210987	ncbi	automatic
Solanum pimpinellifolium	4084	eukaryota	807612503	ncbi	automatic
Nicotiana tabacum	4097	eukaryota	3804328371	ncbi	automatic
Solanum commersonii	4109	eukaryota	722127340	ncbi	automatic
Solanum tuberosum	4113	eukaryota	873154920	ncbi	automatic
Olea europaea	4146	eukaryota	1228918159	ncbi	automatic
Sesamum indicum	4182	eukaryota	304810798	ncbi	automatic
Helianthus annuus	4232	eukaryota	3034448144	ncbi	automatic
Lactuca sativa	4236	eukaryota	2350636874	ncbi	automatic
Nelumbo nucifera	4432	eukaryota	772310458	ncbi	automatic
Camellia sinensis	4442	eukaryota	3060804371	ncbi	automatic
Avena sativa	4498	eukaryota	10791030458	ncbi	automatic
Hordeum vulgare	4513	eukaryota	4257458868	ncbi	automatic
Oryza rufipogon	4529	eukaryota	411482379	ncbi	automatic
Oryza sativa	4530	eukaryota	387375615	ncbi	automatic
Panicum miliaceum	4540	eukaryota	870419097	ncbi	automatic
Cenchrus americanus	4543	eukaryota	1923083351	ncbi	automatic
Sorghum bicolor	4558	eukaryota	695001986	ncbi	automatic
